station_id,date,charging_sessions,energy_delivered_kwh,revenue_usd,is_weekend,day_of_week,is_forecast
GS-0005,2024-10-29,9.1,422.0,163.8,False,1,False
GS-0005,2024-10-30,13.1,567.4,220.24,False,2,False
GS-0005,2024-10-31,8.6,422.1,163.83,False,3,False
GS-0005,2024-11-01,10.9,434.8,168.76,False,4,False
GS-0005,2024-11-02,9.2,402.9,156.36,True,5,False
GS-0005,2024-11-03,17.1,679.9,263.88,True,6,False
GS-0005,2024-11-04,12.4,621.9,241.37,False,0,False
GS-0005,2024-11-05,10.9,453.9,176.18,False,1,False
GS-0005,2024-11-06,9.9,389.4,151.15,False,2,False
GS-0005,2024-11-07,12.9,550.6,213.7,False,3,False
GS-0005,2024-11-08,13.9,578.8,224.65,False,4,False
GS-0005,2024-11-09,11.7,463.4,179.87,True,5,False
GS-0005,2024-11-10,14.2,701.6,272.3,True,6,False
GS-0005,2024-11-11,13.8,642.5,249.37,False,0,False
GS-0005,2024-11-12,13.4,528.7,205.18,False,1,False
GS-0005,2024-11-13,5.3,260.9,101.25,False,2,False
GS-0005,2024-11-14,12.1,584.0,226.67,False,3,False
GS-0005,2024-11-15,10.7,546.4,212.08,False,4,False
GS-0005,2024-11-16,14.2,727.3,282.28,True,5,False
GS-0005,2024-11-17,18.5,912.1,354.01,True,6,False
GS-0005,2024-11-18,12.8,533.3,207.0,False,0,False
GS-0005,2024-11-19,12.1,509.9,197.91,False,1,False
GS-0005,2024-11-20,12.6,513.3,199.22,False,2,False
GS-0005,2024-11-21,13.5,579.0,224.72,False,3,False
GS-0005,2024-11-22,12.7,503.7,195.51,False,4,False
GS-0005,2024-11-23,16.8,660.3,256.29,True,5,False
GS-0005,2024-11-24,17.0,735.6,285.51,True,6,False
GS-0005,2024-11-25,13.5,678.1,263.19,False,0,False
GS-0005,2024-11-26,12.7,541.5,210.17,False,1,False
GS-0005,2024-11-27,12.3,529.0,205.33,False,2,False
GS-0005,2024-11-28,13.4,564.5,219.07,False,3,False
GS-0005,2024-11-29,11.6,473.1,183.62,False,4,False
GS-0005,2024-11-30,14.9,713.1,276.75,True,5,False
GS-0005,2024-12-01,15.1,791.4,307.17,True,6,False
GS-0005,2024-12-02,17.1,889.1,345.07,False,0,False
GS-0005,2024-12-03,20.4,863.4,335.11,False,1,False
GS-0005,2024-12-04,11.6,548.9,213.03,False,2,False
GS-0005,2024-12-05,14.3,673.9,261.54,False,3,False
GS-0005,2024-12-06,15.2,623.2,241.87,False,4,False
GS-0005,2024-12-07,18.4,826.2,320.65,True,5,False
GS-0005,2024-12-08,19.7,851.2,330.36,True,6,False
GS-0005,2024-12-09,11.4,543.0,210.76,False,0,False
GS-0005,2024-12-10,11.1,439.4,170.55,False,1,False
GS-0005,2024-12-11,9.7,384.4,149.19,False,2,False
GS-0005,2024-12-12,14.9,714.9,277.46,False,3,False
GS-0005,2024-12-13,11.3,465.5,180.66,False,4,False
GS-0005,2024-12-14,13.5,530.3,205.83,True,5,False
GS-0005,2024-12-15,20.6,983.0,381.54,True,6,False
GS-0005,2024-12-16,13.6,700.8,271.98,False,0,False
GS-0005,2024-12-17,12.5,611.5,237.34,False,1,False
GS-0005,2024-12-18,15.5,663.0,257.32,False,2,False
GS-0005,2024-12-19,11.3,572.1,222.05,False,3,False
GS-0005,2024-12-20,18.1,782.4,303.67,False,4,False
GS-0005,2024-12-21,19.7,776.9,301.52,True,5,False
GS-0005,2024-12-22,18.1,822.6,319.27,True,6,False
GS-0005,2024-12-23,12.1,565.3,219.41,False,0,False
GS-0005,2024-12-24,13.2,652.0,253.05,False,1,False
GS-0005,2024-12-25,16.2,819.0,317.88,False,2,False
GS-0005,2024-12-26,18.9,855.6,332.07,False,3,False
GS-0005,2024-12-27,16.1,817.2,317.15,False,4,False
GS-0005,2024-12-28,12.5,622.6,241.63,True,5,False
GS-0005,2024-12-29,21.6,1054.6,409.33,True,6,False
GS-0005,2024-12-30,19.4,881.8,342.25,False,0,False
GS-0005,2024-12-31,10.8,421.3,163.53,False,1,False
GS-0005,2025-01-01,8.8,413.4,160.46,False,2,False
GS-0005,2025-01-02,18.0,722.5,280.42,False,3,False
GS-0005,2025-01-03,14.0,629.9,244.47,False,4,False
GS-0005,2025-01-04,14.0,599.9,232.84,True,5,False
GS-0005,2025-01-05,22.4,1109.7,430.7,True,6,False
GS-0005,2025-01-06,13.3,575.6,223.38,False,0,False
GS-0005,2025-01-07,12.4,499.9,194.04,False,1,False
GS-0005,2025-01-08,21.2,950.9,369.05,False,2,False
GS-0005,2025-01-09,15.7,730.3,283.43,False,3,False
GS-0005,2025-01-10,20.6,1038.9,403.23,False,4,False
GS-0005,2025-01-11,20.4,1073.9,416.81,True,5,False
GS-0005,2025-01-12,30.7,1441.0,559.27,True,6,False
GS-0005,2025-01-13,17.2,800.3,310.6,False,0,False
GS-0005,2025-01-14,16.7,880.2,341.62,False,1,False
GS-0005,2025-01-15,18.4,735.7,285.54,False,2,False
GS-0005,2025-01-16,16.8,777.6,301.79,False,3,False
GS-0005,2025-01-17,10.8,548.7,212.97,False,4,False
GS-0005,2025-01-18,15.8,766.7,297.55,True,5,False
GS-0005,2025-01-19,20.9,837.5,325.05,True,6,False
GS-0005,2025-01-20,12.9,593.3,230.27,False,0,False
GS-0005,2025-01-21,22.0,1087.3,422.0,False,1,False
GS-0005,2025-01-22,16.1,835.4,324.24,False,2,False
GS-0005,2025-01-23,14.9,746.1,289.59,False,3,False
GS-0005,2025-01-24,16.9,675.2,262.04,False,4,False
GS-0005,2025-01-25,22.1,871.0,338.05,True,5,False
GS-0005,2025-01-26,35.9,1571.1,609.79,True,6,False
GS-0005,2025-01-27,15.2,687.9,266.98,False,0,False
GS-0005,2025-01-28,19.2,865.2,335.82,False,1,False
GS-0005,2025-01-29,21.7,1041.3,404.16,False,2,False
GS-0005,2025-01-30,19.9,956.5,371.22,False,3,False
GS-0005,2025-01-31,22.6,1076.3,417.73,False,4,False
GS-0005,2025-02-01,26.3,1064.9,413.32,True,5,False
GS-0005,2025-02-02,23.2,1190.7,462.15,True,6,False
