station_id,date,charging_sessions,energy_delivered_kwh,revenue_usd,is_weekend,day_of_week,is_forecast
GS-0028,2024-10-29,14.1,799.8,246.8,False,1,False
GS-0028,2024-10-30,13.6,685.1,211.39,False,2,False
GS-0028,2024-10-31,11.4,519.7,160.37,False,3,False
GS-0028,2024-11-01,11.6,674.8,208.24,False,4,False
GS-0028,2024-11-02,18.0,1007.6,310.93,True,5,False
GS-0028,2024-11-03,15.9,870.9,268.74,True,6,False
GS-0028,2024-11-04,14.3,648.0,199.97,False,0,False
GS-0028,2024-11-05,16.5,725.5,223.88,False,1,False
GS-0028,2024-11-06,13.7,648.1,199.98,False,2,False
GS-0028,2024-11-07,13.6,663.2,204.64,False,3,False
GS-0028,2024-11-08,10.6,470.2,145.08,False,4,False
GS-0028,2024-11-09,15.3,883.5,272.62,True,5,False
GS-0028,2024-11-10,22.2,1042.2,321.61,True,6,False
GS-0028,2024-11-11,13.7,679.8,209.77,False,0,False
GS-0028,2024-11-12,9.7,496.5,153.2,False,1,False
GS-0028,2024-11-13,13.4,696.2,214.83,False,2,False
GS-0028,2024-11-14,14.4,754.3,232.77,False,3,False
GS-0028,2024-11-15,14.0,618.1,190.72,False,4,False
GS-0028,2024-11-16,19.9,1131.0,349.0,True,5,False
GS-0028,2024-11-17,21.3,966.7,298.28,True,6,False
GS-0028,2024-11-18,10.1,564.5,174.2,False,0,False
GS-0028,2024-11-19,12.2,530.8,163.78,False,1,False
GS-0028,2024-11-20,14.1,690.1,212.95,False,2,False
GS-0028,2024-11-21,10.1,469.4,144.86,False,3,False
GS-0028,2024-11-22,14.2,763.8,235.69,False,4,False
GS-0028,2024-11-23,20.2,1004.5,309.97,True,5,False
GS-0028,2024-11-24,15.4,792.5,244.55,True,6,False
GS-0028,2024-11-25,14.2,810.2,250.01,False,0,False
GS-0028,2024-11-26,14.1,668.0,206.12,False,1,False
GS-0028,2024-11-27,14.1,655.2,202.19,False,2,False
GS-0028,2024-11-28,15.1,741.8,228.91,False,3,False
GS-0028,2024-11-29,12.2,702.6,216.8,False,4,False
GS-0028,2024-11-30,18.6,996.2,307.39,True,5,False
GS-0028,2024-12-01,13.3,629.6,194.29,True,6,False
GS-0028,2024-12-02,17.4,934.1,288.24,False,0,False
GS-0028,2024-12-03,15.8,879.8,271.49,False,1,False
GS-0028,2024-12-04,15.7,747.4,230.63,False,2,False
GS-0028,2024-12-05,16.8,760.9,234.8,False,3,False
GS-0028,2024-12-06,13.1,744.2,229.63,False,4,False
GS-0028,2024-12-07,27.1,1296.8,400.17,True,5,False
GS-0028,2024-12-08,19.4,892.5,275.4,True,6,False
GS-0028,2024-12-09,14.8,841.6,259.69,False,0,False
GS-0028,2024-12-10,13.5,599.6,185.01,False,1,False
GS-0028,2024-12-11,14.4,745.8,230.13,False,2,False
GS-0028,2024-12-12,16.0,817.4,252.23,False,3,False
GS-0028,2024-12-13,15.7,822.7,253.86,False,4,False
GS-0028,2024-12-14,23.8,1299.6,401.01,True,5,False
GS-0028,2024-12-15,22.5,1070.6,330.36,True,6,False
