station_id,date,charging_sessions,energy_delivered_kwh,revenue_usd,is_weekend,day_of_week,is_forecast
GS-0048,2024-10-29,11.7,630.8,212.07,False,1,False
GS-0048,2024-10-30,14.9,851.1,286.16,False,2,False
GS-0048,2024-10-31,13.1,926.2,311.4,False,3,False
GS-0048,2024-11-01,13.0,797.3,268.08,False,4,False
GS-0048,2024-11-02,16.1,930.7,312.91,True,5,False
GS-0048,2024-11-03,13.3,784.4,263.73,True,6,False
GS-0048,2024-11-04,14.3,884.2,297.28,False,0,False
GS-0048,2024-11-05,11.9,671.0,225.62,False,1,False
GS-0048,2024-11-06,11.1,647.0,217.54,False,2,False
GS-0048,2024-11-07,13.1,878.1,295.24,False,3,False
GS-0048,2024-11-08,13.6,734.3,246.9,False,4,False
GS-0048,2024-11-09,12.9,691.3,232.43,True,5,False
GS-0048,2024-11-10,14.9,842.6,283.31,True,6,False
GS-0048,2024-11-11,10.2,547.9,184.2,False,0,False
GS-0048,2024-11-12,14.6,824.9,277.36,False,1,False
GS-0048,2024-11-13,13.3,713.6,239.94,False,2,False
GS-0048,2024-11-14,13.4,869.1,292.22,False,3,False
GS-0048,2024-11-15,11.1,717.5,241.24,False,4,False
GS-0048,2024-11-16,19.8,1341.3,450.97,True,5,False
GS-0048,2024-11-17,13.5,850.1,285.81,True,6,False
GS-0048,2024-11-18,8.8,484.0,162.73,False,0,False
GS-0048,2024-11-19,11.8,789.7,265.53,False,1,False
GS-0048,2024-11-20,15.9,889.3,299.0,False,2,False
GS-0048,2024-11-21,13.3,799.5,268.82,False,3,False
GS-0048,2024-11-22,10.5,644.2,216.59,False,4,False
GS-0048,2024-11-23,9.7,536.1,180.26,True,5,False
GS-0048,2024-11-24,16.5,931.8,313.3,True,6,False
GS-0048,2024-11-25,15.6,1051.6,353.57,False,0,False
GS-0048,2024-11-26,10.1,714.0,240.05,False,1,False
GS-0048,2024-11-27,9.8,578.9,194.64,False,2,False
GS-0048,2024-11-28,11.0,650.8,218.81,False,3,False
GS-0048,2024-11-29,14.9,1019.5,342.79,False,4,False
GS-0048,2024-11-30,10.3,706.1,237.39,True,5,False
GS-0048,2024-12-01,15.9,1114.1,374.59,True,6,False
GS-0048,2024-12-02,10.5,742.2,249.54,False,0,False
GS-0048,2024-12-03,9.9,573.5,192.82,False,1,False
GS-0048,2024-12-04,9.9,688.5,231.48,False,2,False
GS-0048,2024-12-05,10.0,666.8,224.2,False,3,False
GS-0048,2024-12-06,11.2,593.9,199.69,False,4,False
GS-0048,2024-12-07,13.2,871.4,292.99,True,5,False
GS-0048,2024-12-08,14.2,854.0,287.12,True,6,False
GS-0048,2024-12-09,18.2,1128.1,379.29,False,0,False
GS-0048,2024-12-10,11.3,628.6,211.35,False,1,False
GS-0048,2024-12-11,14.6,858.8,288.76,False,2,False
GS-0048,2024-12-12,12.2,646.3,217.32,False,3,False
GS-0048,2024-12-13,9.2,509.0,171.15,False,4,False
GS-0048,2024-12-14,13.8,823.2,276.77,True,5,False
GS-0048,2024-12-15,17.5,1084.6,364.67,True,6,False
GS-0048,2024-12-16,17.9,1008.6,339.11,False,0,False
GS-0048,2024-12-17,17.7,1178.3,396.16,False,1,False
GS-0048,2024-12-18,15.2,851.5,286.28,False,2,False
GS-0048,2024-12-19,14.7,951.0,319.74,False,3,False
GS-0048,2024-12-20,13.8,920.0,309.33,False,4,False
GS-0048,2024-12-21,17.9,957.4,321.92,True,5,False
GS-0048,2024-12-22,12.9,834.8,280.67,True,6,False
GS-0048,2024-12-23,19.4,1212.4,407.65,False,0,False
GS-0048,2024-12-24,12.2,647.7,217.78,False,1,False
GS-0048,2024-12-25,14.4,926.6,311.54,False,2,False
GS-0048,2024-12-26,15.2,806.2,271.05,False,3,False
GS-0048,2024-12-27,11.8,746.7,251.06,False,4,False
GS-0048,2024-12-28,18.4,1039.4,349.47,True,5,False
GS-0048,2024-12-29,16.1,865.7,291.08,True,6,False
GS-0048,2024-12-30,14.2,875.7,294.45,False,0,False
GS-0048,2024-12-31,20.2,1160.1,390.06,False,1,False
GS-0048,2025-01-01,15.6,1045.6,351.56,False,2,False
GS-0048,2025-01-02,15.7,860.7,289.4,False,3,False
GS-0048,2025-01-03,12.8,744.3,250.24,False,4,False
GS-0048,2025-01-04,22.6,1587.1,533.61,True,5,False
GS-0048,2025-01-05,18.7,1329.2,446.89,True,6,False
GS-0048,2025-01-06,13.8,982.7,330.39,False,0,False
GS-0048,2025-01-07,16.7,1119.8,376.5,False,1,False
GS-0048,2025-01-08,11.6,617.3,207.55,False,2,False
GS-0048,2025-01-09,18.1,1176.1,395.44,False,3,False
GS-0048,2025-01-10,16.0,892.5,300.09,False,4,False
