session_id,station_id,vehicle_type,connector_type,start_time,duration_minutes,energy_kwh,city,latitude,longitude,temperature_c,is_weekday,hour_of_day
session_697,station_5,Nissan Leaf,Tesla Supercharger,2025-04-25 23:10:08,65,53.34159809536941,San Antonio,37.636364722093774,-77.1210548670123,10.269324194531713,True,17
session_668,station_17,Chevy Bolt,CHAdeMO,2025-04-25 23:10:08,107,10.164191386718134,Los Angeles,31.43182603913309,-81.01897441763298,34.172847857422234,False,22
session_64,station_11,Tesla Model 3,Tesla Supercharger,2025-04-25 23:10:08,41,73.99554690012478,San Antonio,43.09976821273901,-79.86136818635971,7.876994284912691,True,15
session_534,station_31,Hyundai Kona Electric,CHAdeMO,2025-04-25 23:10:08,25,26.430755652678116,Houston,33.838973681158194,-89.30139029856346,21.494965749561896,False,1
session_67,station_46,Ford Mustang Mach-E,Tesla Supercharger,2025-04-25 23:10:08,49,25.040781229633694,Phoenix,38.577027657158936,-110.63310655072297,32.962876255151606,True,14
session_622,station_27,Rivian R1T,CHAdeMO,2025-04-25 23:10:08,87,76.28748594120383,San Francisco,26.683927459569922,-76.2197389741626,22.527845986753015,False,11
session_347,station_13,Volkswagen ID.4,Tesla Supercharger,2025-04-25 23:10:08,111,20.584883300999476,San Francisco,33.51498928771002,-92.6515431524327,0.44593922190539637,False,12
session_491,station_47,Tesla Model 3,Tesla Supercharger,2025-04-25 23:10:08,111,76.82430541355399,Houston,46.33009190872143,-95.8747015776341,-5.887621632963842,True,18
session_761,station_44,Audi e-tron,Type 2,2025-04-25 23:10:08,56,68.89962497135107,San Antonio,39.06476370856632,-84.32812391313819,0.5905823297660859,True,6
session_457,station_33,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,36,49.56684036660531,Los Angeles,46.45429912782273,-122.25706650632496,23.353188177579852,False,13
session_66,station_8,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,23,12.70045184405592,San Antonio,31.408757189659617,-93.08393683871302,-6.9731682003012905,False,21
