station_id,date,charging_sessions,energy_delivered_kwh,revenue_usd,is_weekend,day_of_week,is_forecast
GS-0026,2024-10-29,9.8,391.9,124.77,False,1,False
GS-0026,2024-10-30,7.5,291.4,92.76,False,2,False
GS-0026,2024-10-31,9.4,378.2,120.4,False,3,False
GS-0026,2024-11-01,7.2,298.6,95.05,False,4,False
GS-0026,2024-11-02,2.1,85.3,27.17,True,5,False
GS-0026,2024-11-03,10.6,403.1,128.34,True,6,False
GS-0026,2024-11-04,11.2,454.0,144.54,False,0,False
GS-0026,2024-11-05,7.6,294.7,93.82,False,1,False
GS-0026,2024-11-06,5.4,250.7,79.82,False,2,False
GS-0026,2024-11-07,8.4,306.2,97.49,False,3,False
GS-0026,2024-11-08,7.4,328.7,104.64,False,4,False
GS-0026,2024-11-09,10.4,457.5,145.64,True,5,False
GS-0026,2024-11-10,10.7,385.6,122.75,True,6,False
GS-0026,2024-11-11,7.6,309.9,98.66,False,0,False
GS-0026,2024-11-12,12.2,488.5,155.51,False,1,False
GS-0026,2024-11-13,6.1,251.1,79.93,False,2,False
GS-0026,2024-11-14,12.3,527.9,168.05,False,3,False
GS-0026,2024-11-15,10.4,448.6,142.81,False,4,False
GS-0026,2024-11-16,11.4,421.2,134.1,True,5,False
GS-0026,2024-11-17,15.1,633.1,201.54,True,6,False
GS-0026,2024-11-18,9.5,434.7,138.38,False,0,False
GS-0026,2024-11-19,10.0,421.8,134.28,False,1,False
GS-0026,2024-11-20,9.0,383.6,122.1,False,2,False
GS-0026,2024-11-21,6.1,226.5,72.12,False,3,False
GS-0026,2024-11-22,11.4,529.2,168.46,False,4,False
GS-0026,2024-11-23,12.6,463.9,147.67,True,5,False
GS-0026,2024-11-24,11.5,498.5,158.69,True,6,False
GS-0026,2024-11-25,9.3,394.1,125.46,False,0,False
GS-0026,2024-11-26,10.7,500.3,159.26,False,1,False
GS-0026,2024-11-27,12.3,549.7,175.01,False,2,False
GS-0026,2024-11-28,6.5,300.1,95.55,False,3,False
GS-0026,2024-11-29,9.7,390.0,124.16,False,4,False
GS-0026,2024-11-30,9.5,353.3,112.47,True,5,False
