station_id,date,charging_sessions,energy_delivered_kwh,revenue_usd,is_weekend,day_of_week,is_forecast
GS-0001,2024-10-29,13.6,626.0,240.51,False,1,False
GS-0001,2024-10-30,9.1,463.5,178.1,False,2,False
GS-0001,2024-10-31,10.1,493.0,189.41,False,3,False
GS-0001,2024-11-01,11.5,478.5,183.87,False,4,False
GS-0001,2024-11-02,12.7,615.2,236.38,True,5,False
GS-0001,2024-11-03,14.6,752.0,288.95,True,6,False
GS-0001,2024-11-04,8.9,406.6,156.21,False,0,False
GS-0001,2024-11-05,13.0,561.5,215.75,False,1,False
GS-0001,2024-11-06,10.3,456.5,175.42,False,2,False
GS-0001,2024-11-07,10.0,417.7,160.5,False,3,False
GS-0001,2024-11-08,12.5,636.8,244.67,False,4,False
GS-0001,2024-11-09,15.9,689.4,264.88,True,5,False
GS-0001,2024-11-10,16.1,653.1,250.96,True,6,False
GS-0001,2024-11-11,11.6,532.0,204.4,False,0,False
GS-0001,2024-11-12,9.3,368.7,141.66,False,1,False
GS-0001,2024-11-13,13.5,658.4,252.98,False,2,False
GS-0001,2024-11-14,9.2,391.2,150.31,False,3,False
GS-0001,2024-11-15,9.5,479.4,184.22,False,4,False
GS-0001,2024-11-16,17.2,720.7,276.91,True,5,False
GS-0001,2024-11-17,12.3,601.1,230.97,True,6,False
GS-0001,2024-11-18,11.8,610.3,234.5,False,0,False
GS-0001,2024-11-19,14.3,604.2,232.15,False,1,False
GS-0001,2024-11-20,9.2,387.4,148.86,False,2,False
GS-0001,2024-11-21,12.0,522.7,200.85,False,3,False
GS-0001,2024-11-22,9.3,371.4,142.7,False,4,False
GS-0001,2024-11-23,16.0,652.9,250.86,True,5,False
GS-0001,2024-11-24,18.6,810.5,311.42,True,6,False
GS-0001,2024-11-25,10.8,521.2,200.27,False,0,False
GS-0001,2024-11-26,13.5,588.6,226.16,False,1,False
GS-0001,2024-11-27,11.8,530.8,203.96,False,2,False
GS-0001,2024-11-28,10.6,441.6,169.66,False,3,False
GS-0001,2024-11-29,10.2,514.6,197.72,False,4,False
GS-0001,2024-11-30,24.1,1017.7,391.03,True,5,False
GS-0001,2024-12-01,9.1,396.2,152.23,True,6,False
GS-0001,2024-12-02,15.0,719.4,276.43,False,0,False
GS-0001,2024-12-03,14.8,626.4,240.69,False,1,False
GS-0001,2024-12-04,12.6,550.9,211.69,False,2,False
GS-0001,2024-12-05,12.7,511.9,196.69,False,3,False
GS-0001,2024-12-06,14.6,628.1,241.35,False,4,False
GS-0001,2024-12-07,25.0,1291.5,496.24,True,5,False
GS-0001,2024-12-08,10.7,424.0,162.9,True,6,False
GS-0001,2024-12-09,11.2,464.1,178.32,False,0,False
GS-0001,2024-12-10,12.7,652.8,250.81,False,1,False
GS-0001,2024-12-11,10.9,540.2,207.55,False,2,False
GS-0001,2024-12-12,15.2,732.9,281.6,False,3,False
GS-0001,2024-12-13,16.0,618.9,237.8,False,4,False
GS-0001,2024-12-14,19.4,906.2,348.2,True,5,False
GS-0001,2024-12-15,17.0,791.3,304.03,True,6,False
GS-0001,2024-12-16,19.6,848.0,325.83,False,0,False
GS-0001,2024-12-17,19.4,869.5,334.09,False,1,False
GS-0001,2024-12-18,9.3,471.1,181.01,False,2,False
GS-0001,2024-12-19,11.3,579.3,222.59,False,3,False
GS-0001,2024-12-20,17.8,839.4,322.52,False,4,False
GS-0001,2024-12-21,9.7,438.9,168.63,True,5,False
GS-0001,2024-12-22,20.9,887.3,340.92,True,6,False
GS-0001,2024-12-23,14.9,602.0,231.31,False,0,False
GS-0001,2024-12-24,12.8,593.2,227.92,False,1,False
GS-0001,2024-12-25,12.3,537.1,206.39,False,2,False
GS-0001,2024-12-26,17.7,712.3,273.67,False,3,False
GS-0001,2024-12-27,16.0,828.8,318.47,False,4,False
GS-0001,2024-12-28,22.5,1100.0,422.65,True,5,False
GS-0001,2024-12-29,18.7,976.8,375.33,True,6,False
GS-0001,2024-12-30,12.6,547.3,210.3,False,0,False
GS-0001,2024-12-31,15.0,740.1,284.38,False,1,False
GS-0001,2025-01-01,7.6,310.7,119.39,False,2,False
GS-0001,2025-01-02,10.3,488.6,187.74,False,3,False
GS-0001,2025-01-03,19.2,796.9,306.18,False,4,False
GS-0001,2025-01-04,15.3,760.6,292.26,True,5,False
GS-0001,2025-01-05,18.5,883.3,339.38,True,6,False
GS-0001,2025-01-06,15.6,663.2,254.83,False,0,False
GS-0001,2025-01-07,10.0,506.9,194.77,False,1,False
GS-0001,2025-01-08,15.7,688.9,264.72,False,2,False
GS-0001,2025-01-09,13.1,524.0,201.33,False,3,False
GS-0001,2025-01-10,20.6,872.9,335.38,False,4,False
GS-0001,2025-01-11,24.2,999.1,383.9,True,5,False
GS-0001,2025-01-12,21.3,875.8,336.53,True,6,False
GS-0001,2025-01-13,18.8,808.5,310.64,False,0,False
GS-0001,2025-01-14,20.9,819.7,314.96,False,1,False
GS-0001,2025-01-15,12.4,599.5,230.36,False,2,False
GS-0001,2025-01-16,16.5,724.1,278.23,False,3,False
GS-0001,2025-01-17,14.7,745.0,286.25,False,4,False
GS-0001,2025-01-18,17.1,840.0,322.77,True,5,False
GS-0001,2025-01-19,27.5,1342.1,515.67,True,6,False
GS-0001,2025-01-20,15.1,743.7,285.77,False,0,False
GS-0001,2025-01-21,15.6,804.9,309.26,False,1,False
GS-0001,2025-01-22,15.4,672.6,258.42,False,2,False
GS-0001,2025-01-23,20.0,945.4,363.24,False,3,False
GS-0001,2025-01-24,19.8,931.7,357.99,False,4,False
GS-0001,2025-01-25,20.3,988.5,379.81,True,5,False
GS-0001,2025-01-26,21.9,1078.9,414.56,True,6,False
GS-0001,2025-01-27,15.0,721.1,277.06,False,0,False
GS-0001,2025-01-28,20.0,1035.1,397.71,False,1,False
GS-0001,2025-01-29,19.6,948.9,364.59,False,2,False
GS-0001,2025-01-30,10.1,511.2,196.43,False,3,False
GS-0001,2025-01-31,20.6,876.7,336.88,False,4,False
GS-0001,2025-02-01,21.9,1041.9,400.33,True,5,False
GS-0001,2025-02-02,27.4,1171.8,450.24,True,6,False
GS-0001,2025-02-03,16.2,707.2,271.73,False,0,False
GS-0001,2025-02-04,23.7,1144.3,439.68,False,1,False
GS-0001,2025-02-05,16.5,799.3,307.13,False,2,False
GS-0001,2025-02-06,16.3,646.1,248.27,False,3,False
GS-0001,2025-02-07,17.9,843.1,323.96,False,4,False
GS-0001,2025-02-08,15.4,752.6,289.19,True,5,False
GS-0001,2025-02-09,23.7,1186.1,455.74,True,6,False
GS-0001,2025-02-10,22.0,947.2,363.96,False,0,False
GS-0001,2025-02-11,18.8,837.6,321.83,False,1,False
GS-0001,2025-02-12,21.5,838.4,322.15,False,2,False
GS-0001,2025-02-13,18.7,899.3,345.53,False,3,False
GS-0001,2025-02-14,27.4,1373.7,527.81,False,4,False
GS-0001,2025-02-15,22.1,866.3,332.86,True,5,False
GS-0001,2025-02-16,18.0,712.9,273.93,True,6,False
GS-0001,2025-02-17,24.7,1047.6,402.52,False,0,False
GS-0001,2025-02-18,20.4,961.4,369.4,False,1,False
GS-0001,2025-02-19,16.3,805.9,309.65,False,2,False
GS-0001,2025-02-20,11.5,547.8,210.5,False,3,False
GS-0001,2025-02-21,20.6,1019.4,391.7,False,4,False
GS-0001,2025-02-22,29.8,1408.0,541.02,True,5,False
GS-0001,2025-02-23,32.2,1445.8,555.52,True,6,False
GS-0001,2025-02-24,19.6,768.8,295.4,False,0,False
GS-0001,2025-02-25,22.3,982.2,377.39,False,1,False
GS-0001,2025-02-26,8.3,407.7,156.67,False,2,False
GS-0001,2025-02-27,22.1,889.6,341.82,False,3,False
GS-0001,2025-02-28,18.2,922.0,354.25,False,4,False
GS-0001,2025-03-01,17.4,900.9,346.15,True,5,False
GS-0001,2025-03-02,23.5,1055.1,405.41,True,6,False
GS-0001,2025-03-03,24.5,1163.2,446.93,False,0,False
GS-0001,2025-03-04,23.3,1106.5,425.15,False,1,False
