station_id,date,charging_sessions,energy_delivered_kwh,revenue_usd,is_weekend,day_of_week,is_forecast
GS-0022,2024-10-29,13.3,607.2,239.71,False,1,False
GS-0022,2024-10-30,8.1,342.2,135.09,False,2,False
GS-0022,2024-10-31,11.6,513.2,202.61,False,3,False
GS-0022,2024-11-01,6.9,295.7,116.74,False,4,False
GS-0022,2024-11-02,16.1,774.6,305.84,True,5,False
GS-0022,2024-11-03,14.6,657.5,259.6,True,6,False
GS-0022,2024-11-04,12.6,620.6,245.03,False,0,False
GS-0022,2024-11-05,12.5,541.3,213.71,False,1,False
GS-0022,2024-11-06,10.9,518.7,204.78,False,2,False
GS-0022,2024-11-07,12.2,605.9,239.23,False,3,False
GS-0022,2024-11-08,9.7,450.9,178.04,False,4,False
GS-0022,2024-11-09,11.6,434.8,171.66,True,5,False
GS-0022,2024-11-10,15.9,643.9,254.23,True,6,False
GS-0022,2024-11-11,10.4,413.2,163.15,False,0,False
GS-0022,2024-11-12,8.7,328.3,129.63,False,1,False
GS-0022,2024-11-13,8.9,350.0,138.18,False,2,False
GS-0022,2024-11-14,12.8,529.9,209.22,False,3,False
GS-0022,2024-11-15,9.8,474.1,187.19,False,4,False
GS-0022,2024-11-16,11.7,554.1,218.75,True,5,False
GS-0022,2024-11-17,14.9,654.0,258.22,True,6,False
GS-0022,2024-11-18,8.9,406.9,160.65,False,0,False
GS-0022,2024-11-19,7.8,301.0,118.83,False,1,False
GS-0022,2024-11-20,12.8,639.6,252.52,False,2,False
GS-0022,2024-11-21,8.2,399.7,157.82,False,3,False
GS-0022,2024-11-22,12.0,602.9,238.04,False,4,False
GS-0022,2024-11-23,15.2,737.3,291.09,True,5,False
GS-0022,2024-11-24,19.2,826.8,326.45,True,6,False
GS-0022,2024-11-25,10.8,450.6,177.92,False,0,False
GS-0022,2024-11-26,14.3,697.0,275.17,False,1,False
GS-0022,2024-11-27,11.1,489.2,193.13,False,2,False
GS-0022,2024-11-28,9.8,413.7,163.35,False,3,False
GS-0022,2024-11-29,14.7,652.0,257.44,False,4,False
GS-0022,2024-11-30,15.8,789.0,311.53,True,5,False
GS-0022,2024-12-01,15.6,640.2,252.77,True,6,False
GS-0022,2024-12-02,9.1,399.9,157.89,False,0,False
GS-0022,2024-12-03,12.4,573.7,226.51,False,1,False
GS-0022,2024-12-04,16.2,689.1,272.09,False,2,False
GS-0022,2024-12-05,14.4,613.1,242.05,False,3,False
GS-0022,2024-12-06,14.7,697.2,275.27,False,4,False
GS-0022,2024-12-07,17.0,834.9,329.61,True,5,False
GS-0022,2024-12-08,12.4,595.3,235.02,True,6,False
GS-0022,2024-12-09,14.0,669.0,264.12,False,0,False
GS-0022,2024-12-10,9.8,391.1,154.42,False,1,False
GS-0022,2024-12-11,19.3,799.3,315.58,False,2,False
GS-0022,2024-12-12,13.9,698.1,275.62,False,3,False
GS-0022,2024-12-13,13.0,551.2,217.62,False,4,False
GS-0022,2024-12-14,19.3,954.4,376.83,True,5,False
GS-0022,2024-12-15,17.0,832.0,328.5,True,6,False
GS-0022,2024-12-16,11.6,435.5,171.93,False,0,False
GS-0022,2024-12-17,10.9,470.6,185.81,False,1,False
GS-0022,2024-12-18,12.6,535.5,211.42,False,2,False
GS-0022,2024-12-19,6.2,248.3,98.03,False,3,False
GS-0022,2024-12-20,13.0,591.7,233.61,False,4,False
GS-0022,2024-12-21,21.9,1077.6,425.46,True,5,False
GS-0022,2024-12-22,21.5,904.5,357.12,True,6,False
GS-0022,2024-12-23,9.1,451.8,178.39,False,0,False
GS-0022,2024-12-24,15.1,718.4,283.66,False,1,False
GS-0022,2024-12-25,13.9,532.4,210.21,False,2,False
GS-0022,2024-12-26,13.1,653.3,257.93,False,3,False
GS-0022,2024-12-27,10.1,384.6,151.85,False,4,False
GS-0022,2024-12-28,18.1,912.3,360.2,True,5,False
GS-0022,2024-12-29,22.3,1046.5,413.17,True,6,False
GS-0022,2024-12-30,14.5,692.0,273.22,False,0,False
GS-0022,2024-12-31,11.8,459.8,181.55,False,1,False
GS-0022,2025-01-01,12.1,457.6,180.67,False,2,False
